time_s,lap,motor_rpm,motor_torque_nm,power_kw,motor_temp_c,inverter_temp_c,battery_voltage_v,battery_current_a
6.1,1,5704.580120932933,192.11247577814086,114.76457982985926,64.60296040557807,51.075936129083935,589.299591868883,214.00816262234116
6.2,1,5757.277648758907,199.60680849941542,120.34308567367228,67.44942195624313,48.76270554137637,588.7693587370422,224.61282525915408
6.3,1,5802.390162130514,202.2973028613896,122.92087374573013,65.9973436782272,50.221109995231686,588.5240125849956,229.51974830008794
6.4,1,5818.641799512337,210.56309506153988,128.3017251991503,64.98370977245769,50.88529609943146,588.0112057878779,239.77588424244232
6.5,1,5830.3458927519505,201.7720728899249,123.19242217593501,67.49582214892762,50.96498850962492,588.4981552709287,230.0368945814273
6.6,1,5725.311905747973,204.01031959691628,122.31505234171529,64.33296286260948,51.67661965599632,588.5816916030487,228.36616793902408
6.7,1,5717.575048457582,204.71799949426523,122.57348123988488,65.56103632221784,51.25433063735547,588.5570885257679,228.85822948464238
6.8,1,5845.693833914959,191.7670983967195,117.3920753855358,65.58109294160833,50.433986548962544,589.049971402572,219.0005719485589
6.9,1,5748.365584857735,193.2247458174744,116.3150048858075,68.87928965250161,51.17148522352608,589.1523226011075,216.95354797784944
7.0,1,5647.404613758038,192.4857101421587,113.8350534832446,65.52362810942695,50.29649811401464,589.3878482792425,212.24303441515076
7.1,1,5662.726457600588,190.82826445667396,113.16103257658705,63.79842158381318,50.645657228000395,589.4518281984763,210.9634360304733
7.2,1,5684.610333998523,205.77754637388514,122.49752179614791,65.72455739130848,51.294378289707716,588.5643202724093,228.71359455181505
7.3,1,5820.571069208223,202.27183523768738,123.29050435884002,67.00737628623776,50.45463887339119,588.4888151450589,230.22369709882128
7.4,1,5788.104208663885,200.8066194378639,121.71468638423696,67.43921815846716,50.86196409593926,588.638839848344,227.22320303312017
7.5,1,5841.290983378919,182.0867059162735,111.38217605215138,69.26738153806406,51.460988954551226,589.6206142817095,207.58771436581014
7.6,1,5736.152886788407,214.58696967919434,128.8999304367368,68.26064048334707,51.21122186606443,587.9541391259027,240.91721748194573
7.7,1,5792.8138395101505,193.87941284336375,117.61152623732443,66.83430825318999,51.73157680090097,589.0291131161677,219.417737676647
7.8,1,5838.195706479443,214.42092134309016,131.0914674347452,65.57514457601732,52.82527240667394,587.7449775738406,245.10044852318742
7.9,1,5750.4276868676625,189.81115674064282,114.30112377633846,68.6293183532155,51.19814241024474,589.3435993310161,213.12801337967926
8.0,1,5824.336549893082,194.1458382986078,118.41403101120476,66.2734478669955,50.031984154611884,588.9528241077147,220.94351784570563
8.1,1,5719.300630387161,184.26918261471877,110.36319197458376,65.96076666469477,51.0028335764433,589.7172558772515,205.65488245496908
8.2,1,5749.084320914875,202.06067934175888,121.64915740907638,66.2844867156739,50.95723476971069,588.6450768021839,227.09846395632098
8.3,1,5748.886666734185,191.63440194717595,115.36812668620581,65.31623425649704,51.099005157797905,589.2422720494333,215.15455901133464
8.4,1,5673.346679999181,191.6308497119265,113.85008678522398,66.29454210447378,51.97726142948067,589.3864211155849,212.27157768830352
8.5,1,5835.271175305715,189.31470698395583,115.68419127339268,66.60599981131077,48.794557354423986,589.2122503529358,215.75499294128463
8.6,1,5746.765276098631,204.12661214404756,122.8433650680207,67.79525521360374,51.988603891295,588.5313926710612,229.37214657877462
8.7,1,5795.221538297468,203.41112740549454,123.44496121923268,66.48506905975722,52.32095358797715,588.4741059837418,230.5178803251647
8.8,1,5842.741300959601,210.84438959302506,129.00523217800043,65.46169849991476,51.034052450316786,587.9440925419033,241.1181491619334
8.9,1,5842.91875315652,193.07358169424472,118.1357434150435,65.08956078964754,51.05323668207071,588.9792814149234,220.4143717015313
9.0,1,5867.561565485529,199.10334305890552,122.33897154941764,67.29656866890248,50.21425188922997,588.5794145227544,228.41170954491076
9.1,1,5799.300002674184,188.22965092020596,114.31210721225983,67.16279000280583,50.45669163456537,589.3425564764668,213.14887047066463
9.2,1,5773.233089129186,194.5790385872987,117.63695199573748,66.44057079221272,51.14246721109613,589.0266963604321,219.46607279135833
9.3,1,5811.176333129682,192.9482546423276,117.41768839781548,66.57445511878232,51.07189195266052,589.0475370236886,219.04925952622648
9.4,1,5664.2963303046,199.47435452334156,118.32095109816493,67.63079052290949,51.152551575790966,588.9616736537221,220.76652692555854
9.5,1,5693.5277880495905,202.97319616171208,121.01766053942065,68.86200834415435,51.05169119379101,588.7051748624183,225.89650275163422
9.6,1,5712.3494472747025,202.41079247848273,121.08129307565049,66.28546612653729,51.31627261103771,588.699119671571,226.01760656858005
9.7,1,5750.885954304677,189.18200725930936,113.93133919467628,67.35614686839284,51.197071342875915,589.3787074198528,212.42585160294198
9.8,1,5891.860200437309,201.66906696593705,124.42863604408716,68.42674578560893,49.3782948829815,588.3804115327866,232.39176934426723
9.9,1,5776.778502555163,193.95967355788306,117.33451386058492,66.37237298678302,51.22681415952599,589.055442240721,218.89115518557787
10.0,1,5836.471040996475,191.57559926537087,117.08982198438348,67.31136848144624,52.24471788061063,589.0786974122468,218.42605175506378
10.1,1,6006.119324122189,188.45938758439624,118.53329294431822,67.31047433189575,50.350773163598426,588.9414849175455,221.17030164909124
10.2,1,5859.859515717907,189.06294353717297,116.0171619799303,65.8079791181671,51.86783297556965,589.1806194412817,216.38761117436616
10.3,1,5975.511972752741,204.73520623262544,128.11390505379723,67.6087158140437,49.44169629247603,588.029120832588,239.41758334824044
10.4,1,5829.243281172799,194.2410420210486,118.57190516491723,67.46887151048139,50.31955401693164,588.9378136481512,221.24372703697532
10.5,1,5911.667503958898,192.8559010029101,119.3909889274095,68.12113372045711,49.698171069208584,588.8599237579333,222.80152484133396
10.6,1,5854.948239452293,189.33728571628404,116.0881325383608,66.05429503160421,51.708251693473194,589.1738770691622,216.5224586167551
10.7,1,5927.787020468213,207.8298516499725,129.01171160035398,67.51355831932443,51.95889798042107,587.9434743444674,241.13051311065078
10.8,1,6055.405628963457,199.37429908591236,126.42734908735994,69.18221613871708,50.20830721921739,588.1899414584718,236.2011708305647
10.9,1,5827.854642828844,184.71989272471805,112.7329824556581,70.03918034353009,51.4673389008807,589.4924525524871,210.15094895025982
11.0,1,6050.391113151407,187.3776381059303,118.72162376014748,69.10388241097894,51.93537140171037,588.9235778875316,221.52844224936757
11.1,1,6049.676455717342,187.31699322709932,118.66918086938699,66.1762873216396,50.23998793278788,588.9285644183469,221.4287116330604
11.2,1,5989.419156372151,189.36034180478555,118.76879605805506,68.15057897639485,50.390516339011626,588.9190924373676,221.61815125264866
11.3,1,5928.060384888525,182.95257980504718,113.57422307950144,67.04957703409663,50.981935284343386,589.4126086965716,211.74782606856752
11.4,1,6092.659167061964,190.4548046261283,121.51431269572944,67.98956314119717,49.39303573644848,588.6579107045615,226.84178590877082
11.5,1,6056.670722634904,197.07024148610458,124.99240663675218,66.7412420855537,50.33262512995041,588.3266989885415,233.46602022917068
11.6,1,6151.031628202738,177.23396858984017,114.16251832012293,65.6302418172367,52.35196990188058,589.3567593097403,212.86481380519376
11.7,1,6153.740235827067,178.0578721990991,114.74372825738386,67.29098315833133,49.695527443947874,589.3015719734299,213.96856053140368
11.8,1,6327.343394431577,182.10069534347303,120.6595293679357,68.58900508711942,51.035429776981516,588.7392517986328,225.21496402734329
11.9,1,6176.7085012879725,181.95608274355686,117.69345240026638,68.08444175661651,50.69117648644216,589.0213258415271,219.57348316945854
12.0,1,6127.238594494843,198.53725795164922,127.39002694836503,68.23882001337299,49.989082128229576,588.098156831782,238.03686336436044
12.1,1,6267.262601339726,191.09835234253768,125.41903438530575,68.03082203015664,50.35968821178716,588.286045906741,234.2790818651781
12.2,1,6297.613365046727,190.23961649230887,125.46008396061109,68.27203045747518,51.87554883530303,588.282134016961,234.3573196607815
12.3,1,6433.023616547243,181.32687691456923,122.15350848728782,68.43688253928875,50.661134215515936,588.5970699165789,228.05860166842194
12.4,1,6411.10994309842,180.72693474568752,121.33461747239727,67.48619511924275,50.80167790454706,588.6750123863198,226.499752273603
12.5,1,6394.217261253444,172.12899495810902,115.2577240498534,67.92909780514888,51.67675956330893,589.2527580149217,214.94483970156693
12.6,1,6528.513596874255,187.3295147963061,128.07051006236486,69.93482585548679,49.77024233966731,588.0332598638257,239.3348027234856
12.7,1,6306.374991842816,184.86818131976935,122.08732496915508,68.02610863434955,48.996212681664325,588.6033700798987,227.93259840202495
12.8,1,6388.936858817003,190.01376686357523,127.12831232396455,67.9189707101105,51.794670915330286,588.123112391713,237.53775216574127
12.9,1,6392.666820762733,179.12492356759608,119.91312086791051,68.00304521836541,50.145764198752815,588.810261218814,223.7947756237179
13.0,1,6475.183461903187,179.20560795267127,121.51567170463143,67.62924778168957,50.885486991970254,588.6577813631633,226.84437273673439
13.1,1,6413.471430747658,180.9945034265063,121.5590139496971,67.37892871664366,49.21192741849228,588.653656307117,226.92687385766135
13.2,1,6637.125090095649,185.6627746395847,129.04270475026513,68.16185048288196,50.34488204152923,587.9405172900094,241.18965419981237
13.3,1,6588.661006068895,168.75284831379923,116.43321593287533,67.31411979749522,48.84125271650554,589.1410910838144,217.17817832370997
13.4,1,6503.457479691673,183.8315337451504,125.19671500744097,67.75536226997986,49.98348773166373,588.3072312915092,233.85537416981606
13.5,1,6580.508626437765,178.18071252653388,122.78597751633306,66.98982405514415,49.253121744701176,588.5368567772284,229.2628644554327
13.6,1,6740.935776350628,170.56934136567708,120.40645771801633,68.07597583025613,49.004424331276844,588.7633296749159,224.7334065016821
13.7,1,6825.26120867552,163.05406736384919,116.54121232170057,68.65477313536844,49.55972851136407,589.1308297045143,217.38340590971347
13.8,1,6970.103973783789,176.36866770985938,128.7328276640086,67.70627567467929,47.54997393904352,587.9700812771507,240.5983744569869
13.9,1,7092.258332759896,187.14708865989186,138.99405962669334,65.5568097037348,48.66371856918218,586.9894837041509,260.2103259169826
14.0,1,6890.051241649836,188.43669094295157,135.9616852170503,68.68105532970793,50.58603677693979,587.2796159412062,254.4076811758771
14.1,1,6792.093112101491,178.91424785433273,127.25567999968642,68.12203043432712,50.13103800576711,588.110967632867,237.7806473426608
14.2,1,6719.108854544646,189.8854955056739,133.60788438985676,66.79058655623137,48.68868326736772,587.5046216169521,249.90756766095842
14.3,1,6982.737576992043,175.58802528360113,128.39533166009326,68.91449667691022,50.28999423268711,588.0022768091385,239.95446381723013
14.4,1,6915.78509686382,182.31138061106427,132.03342442325427,66.31202340128235,48.842912166164744,587.6550299238318,246.89940152336476
14.5,1,6989.282441883171,172.24191868947491,126.0666068199046,69.24763681216223,50.42185011241245,588.2243281916774,235.5134361664534
14.6,1,7006.295629486161,171.57338877937485,125.88297715714891,67.92677420691764,49.5627669299027,588.2418305927392,235.16338814521646
14.7,1,7086.7085660092625,170.22093925123414,126.3240886387202,65.27489471137586,49.33156372757103,588.1997848869105,236.004302261789
14.8,1,7236.884738332314,160.34068931178186,121.5133572429192,68.2128989220901,49.543667623814905,588.6580016381491,226.8399672370174
14.9,1,7185.921610936113,183.58796249250574,138.15140155809226,67.51229500511843,52.17206997644955,587.0701371627747,258.597256744506
15.0,1,7191.127839018219,169.9138991533332,127.9541963636619,67.33178084981223,48.83131860851915,588.0443536165017,239.11292766996667
15.1,1,7142.776225164847,168.63537763977422,126.13753854439275,67.1144549330801,49.794028197339976,588.2175671503115,235.64865699376924
15.2,1,7116.760952800939,165.8388915234104,123.59399847733444,67.84624446834238,50.32596092226572,588.4599122283439,230.80175543312293
15.3,1,7264.034782204782,172.53453029591398,131.24493704616262,67.41530638442808,48.55907783280759,587.7303246492074,245.39350701585136
15.4,1,7339.147142105731,186.1889215318044,143.09618296124782,65.76758585866823,47.903909634380355,586.5965323669611,268.06935266077744
15.5,1,7545.835314538535,188.39337896305008,148.8680762268049,69.51962913778551,48.8735269971333,586.0427159921287,279.145680157427
15.6,1,7423.445673833543,162.01625953972413,125.94842878745453,67.69690445498719,50.210329469614905,588.2355922852519,235.2881542949615
15.7,1,7537.139076356201,171.07944751454707,135.03084520166828,67.10825036706838,49.08489001071772,587.3686183129903,252.627633740193
15.8,1,7428.536497287743,166.25107608616946,129.32912653409144,66.62835587719313,49.17160341944267,587.9131883686268,241.73623262746332
15.9,1,7395.032641887384,180.35354886744412,139.6668716917049,68.90268830395891,50.28908623693156,586.9250704642161,261.49859071567903
16.0,1,7446.951911507429,175.39739713139198,136.78242896157565,66.41449111392554,48.547374762400096,587.2011175556045,255.97764888790948
16.1,1,7500.1418848089625,168.90359460180915,132.65908258515694,68.12764859023153,49.24016050595344,587.5952701599906,248.09459680018904
16.2,1,7800.970379597845,173.84801611496874,142.0191751423921,67.26019470432409,47.79007218975799,586.699753433012,266.0049313397599
16.3,1,7549.751615283892,169.990373769935,134.395773286503,67.32323560968241,49.59943188636181,587.4293249694435,251.4135006111303
16.4,1,7735.711625682933,184.63597009797562,149.57024400863963,66.62209022764387,49.482824438860035,585.9752694286693,280.4946114266136
16.5,1,7597.767987515165,177.1803011896038,140.9710975401909,67.19405838394971,50.02326593010737,586.8001661435877,263.99667712824566
16.6,1,7798.721414038853,178.0668111061778,145.42363832431468,67.94055505516074,48.0566963028934,586.3733405922428,272.5331881551426
16.7,1,7772.6201140927,154.7469262257219,125.9557770151045,68.203352711465,48.9841010181533,588.2348919046027,235.3021619079459
16.8,1,7746.116827206521,172.99566359967423,140.32914454411673,66.96872527610387,47.8713706117919,586.861652094927,262.7669581014595
16.9,1,7781.16161135634,188.10370919361867,153.27467817383553,67.79223459018371,48.87740573576404,585.6191772028849,287.6164559423012
17.0,1,7745.925107053917,182.87205722965342,148.3369216558446,68.95688332083354,50.578793910598435,586.093725358036,278.1254928392809
17.1,1,7872.633478187563,160.73696497393246,132.51480884525978,65.88442954135485,48.749571362734144,587.6090515734228,247.81896853154421
17.2,1,7808.163480311459,171.55919415382547,140.27862916475738,67.86037174605556,47.67755037427859,586.8664898745153,262.6702025096927
17.3,1,7755.0624150913945,165.43787764237777,134.35346315279122,66.71473066506557,48.336567754463445,587.4333689483728,251.33262103254197
17.4,1,7769.152229577509,185.9299155691449,151.26955217628418,66.57969479910332,47.37830571143133,585.8119769081768,283.7604618364628
17.5,1,7924.943715457372,175.7737757923926,145.87433402386006,68.14284294704306,47.6661318775794,586.3301009359402,273.3979812811958
17.6,1,8075.461724480995,168.80838034720912,142.75455810363033,67.16151107158721,49.60537860108939,586.6292779206949,267.4144415861008
17.7,1,7956.43597203897,174.54822616041452,145.4328884899331,66.3413046769026,47.46043801623032,586.3724531988064,272.5509360238709
17.8,1,7944.624785470772,156.19032073560928,129.9439683598429,69.37573731814432,49.191225181107974,587.8545145011451,242.90970997709792
17.9,1,7996.560493603807,166.9860212257671,139.8337362716042,68.87530905977958,48.87666339224641,586.9090930545499,261.81813890900116
18.0,1,8105.826256717831,174.98035099292832,148.53034574712365,65.43651543384476,48.2912684492012,586.0751509514873,278.4969809702534
18.1,1,8013.770192539549,180.79459003882855,151.7228293886558,65.96952829644546,49.02187760071847,585.7684041366734,284.6319172665312
18.2,1,7963.875038347057,161.43989172583358,134.63684077623103,68.43403033676982,47.828455074138,587.4062827878356,251.8743442432867
18.3,1,8116.795812584067,172.51931845601968,146.63950052173877,67.36255524512616,49.578411103185644,586.2566760561535,274.8664788769281
18.4,1,8060.00765537941,182.41707346245477,153.96767661502022,69.4870995206854,48.010540809524585,585.5525127688868,288.949744622264
18.5,1,8171.5350208410355,165.35397597688637,141.4968938738585,68.40750581073522,48.293696057792,586.7497958003567,265.004083992867
18.6,1,8048.187433968885,177.28575944111026,149.41718571397953,68.00824105806606,48.145764372103564,585.9899727633994,280.200544732013
18.7,1,7918.373383954291,176.31252307292056,146.20012871695042,66.40311769385944,49.3115151402372,586.2988401909324,274.02319618135266
18.8,1,7907.414400068488,188.02190624200838,155.69388966322495,68.19904411177987,49.13728864316404,585.3863883892236,292.27223221552777
18.9,1,8195.692766919738,174.5815747734611,149.83480058404103,66.05785638271934,45.9418268748172,585.9498533820721,281.00293235855816
19.0,1,8202.842879442134,175.1627638298853,150.46476116419439,69.13402072830509,48.788337660270514,585.8893237435402,282.2135251291945
19.1,1,8021.0584106216875,182.51968957306858,153.30983576057426,68.05274685205724,46.7599551752784,585.615795519992,287.68408960015904
19.2,1,7999.510973887128,167.42049908018146,140.2492956054231,66.53433857022098,48.13356941801726,586.8692990665868,262.6140186682653
19.3,1,8171.341503924866,175.32708752349043,150.0275433078815,68.46720677076975,48.336953323763716,585.9313350958178,281.37329808364484
19.4,1,7922.723227615019,173.84927889070124,144.23677258709654,70.16838866816067,48.06320168741852,586.4871770343389,270.256459313224
19.5,1,7937.0894444025425,176.23019717817456,146.47726408767937,67.19389210117049,48.88611134192527,586.2722457321022,274.555085357955
19.6,1,8076.219760328828,183.3011776771674,155.02509320881515,68.09151372378562,49.075303806524616,585.4507623667861,290.9847526642784
19.7,1,7969.4639176568935,181.3971246291103,151.386840543987,66.88832207669576,47.55160278294007,585.8007028129084,283.9859437418329
19.8,1,7997.159843810646,172.42816913130713,144.40180151180186,67.48395606136133,47.48502243050931,586.4713512408687,270.5729751826277
19.9,1,7971.678120729887,178.77145918093854,149.23701625578713,65.54738758356322,48.22851357569376,586.0072795262206,279.85440947558686
20.0,1,8007.715302579085,188.38732237174875,157.97520065055102,67.32949160271517,46.690330910929674,585.1666949703267,296.66610059346453
20.1,1,8096.698291297635,172.26776283980104,146.06312502080985,67.35600293081644,47.726584380178565,586.3119864243989,273.7602715120215
20.2,1,7957.857159406463,179.2293864106069,149.3598866734692,69.43561863301623,49.52106239908332,585.995476922519,280.09046154962107
20.3,1,7995.634615282419,176.97917558627756,148.1848228118114,65.0954597296903,46.63603241047349,586.108330477429,277.83339045141815
20.4,1,7723.8715668543655,177.99991440691846,143.9737959208171,66.88457947658074,47.77149358730981,586.5123939247351,269.7521215052984
20.5,1,7897.181073764929,167.12694854323036,138.21246027208625,68.73909350112437,47.4885210345996,587.0642938023798,258.71412395240554
20.6,1,7803.894372912893,188.50783620012822,154.0527335179658,66.87448040859198,50.055236936163126,585.5443294699082,289.11341060183645
20.7,1,7749.454344549795,173.29271196445293,140.6306681948659,66.92979303179081,47.48119474504691,586.8327739451565,263.3445210968682
20.8,1,7762.134984268274,185.96549032671624,151.1618395559501,66.10583521580992,47.50827504296494,585.8223301633425,283.55339673315143
20.9,1,7793.243457799726,174.49169658944726,142.403815894564,65.95651252232746,46.926297453006306,586.6628935026082,266.742129947836
21.0,1,7890.5609527655015,174.5090904624433,144.19644449984386,64.85406045287496,47.935310514819214,586.4910442475899,270.17911504820177
21.1,1,7655.279760102243,187.41313528896774,150.24143071766954,66.25902907878259,48.16503538225692,585.910783871812,281.78432256376027
21.2,1,7761.1393006265425,185.89889633197993,151.0883254431469,65.79542352398644,46.97788479383307,585.8293960686512,283.4120786269739
21.3,1,7688.415355060623,180.40900966706002,145.2525207165178,67.09242166226693,48.821223872081546,586.3897558718245,272.2048825635113
21.4,1,7678.739975298048,184.26869834029,148.17336622345593,65.97326544372072,48.07232462306558,586.1094305531687,277.81138893662614
21.5,1,7779.899974100047,176.89817129109264,144.12057117732508,66.31022062522665,48.62188723829195,586.4983198867825,270.03360226435007
21.6,1,7709.876650900284,178.82142180040833,144.37619486143444,66.30991974220976,47.41054976521319,586.4738069013999,270.52386197200235
21.7,1,7759.312616283266,174.19460544534462,141.54240447102364,66.76118192442476,47.950540772938666,586.7454355509158,265.0912889816834
21.8,1,7590.510693463327,185.08391769567478,147.11884209233907,66.15074857057297,47.46290835719691,586.2106691543548,275.78661691290336
21.9,1,7511.4669492081985,173.81405325720533,136.72195691670146,65.47641204022774,49.102315510670365,587.2069020149349,255.86195970130234
22.0,1,7528.211021101749,188.95902405829926,148.96630288039083,66.81864386012438,47.7295113469148,586.033281810483,279.3343637903388
22.1,1,7543.954231099652,176.22908857846528,139.22116320495743,67.9614652951162,47.590601987390535,586.9677430273116,260.645139453768
22.2,1,7508.714596833472,178.442029530424,140.3108867574882,66.79900257205598,47.092197894026604,586.8634006242701,262.7319875145997
22.3,1,7359.570676496642,183.44919363026645,141.38290647673207,65.87701661460547,47.00306258524465,586.7607163391533,264.78567321693276
